"first_month","buy_month","user_id"
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",424913
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",751135
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",31709
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",612299
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",738057
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",423026
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",202523
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",972086
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",104453
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",410672
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",206900
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",194750
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",172404
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",190036
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",103734
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",723511
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",46634
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",194516
"2020-04-01 00:00:00+00","2020-05-01 00:00:00+00",707079
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",410672
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",714860
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",738057
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",62915
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",751135
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",198214
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",713383
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",647638
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",750206
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",188511
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",460736
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",958424
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",205629
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",699686
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",743010
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",695792
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",166365
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",104763
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",686779
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",188256
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",194516
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",108227
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",723511
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",46634
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",163672
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",194750
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",778122
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",703228
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",199291
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",172404
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",179225
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",172817
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",165952
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",423026
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",952084
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",103734
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",190036
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",702745
"2020-04-01 00:00:00+00","2020-06-01 00:00:00+00",954037
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1311617
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",824350
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",650351
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1292894
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",358152
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",174327
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1167860
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",208572
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",200918
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1289483
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1284767
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1262362
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1174425
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",207697
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",746626
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",371317
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",964054
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1300668
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1145629
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1234900
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",745875
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1184284
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1050122
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1136647
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1203793
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1215352
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",366175
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",689111
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",711820
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1181756
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",246508
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",169324
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",898443
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",695619
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1157853
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1022243
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1164748
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1141796
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",212309
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1218243
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",480464
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1256111
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1181909
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1148148
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",742205
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1248207
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1185459
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1122397
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1139097
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1136340
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",722099
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1230723
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",622137
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",201890
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1286807
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1113120
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",188838
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",183842
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1265448
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",736863
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1194906
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1236859
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1165509
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",714548
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",723554
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",710790
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1261158
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",197720
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1142473
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",258539
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",688779
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1176516
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",189329
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",189565
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1239321
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1303783
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1271689
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",24640
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1176168
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1153907
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1089616
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1133705
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",686620
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1238771
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1225035
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",713173
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",210651
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",723514
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1246301
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1042214
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1142677
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1134612
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1063819
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1080360
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",556205
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1195755
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1161229
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1191324
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",918896
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1128213
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",166530
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1198437
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",335981
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1241261
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1178570
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1245273
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1268542
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",720141
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1141301
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1231140
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",180572
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1191266
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1212216
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1254560
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1146019
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1129124
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1110803
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1280656
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",163996
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1135375
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1182591
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1152560
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1143504
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",705576
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1301676
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1187468
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1280739
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",198598
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1150335
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",188683
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1200148
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",922206
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1156215
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",855474
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1193933
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1096005
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1097259
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",179048
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",733341
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1202071
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1143756
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1299338
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1221160
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",706197
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",185415
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1249028
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1202359
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",164561
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1147474
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",199029
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1161846
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1180420
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1129316
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",169439
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",800028
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",947590
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",725672
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1205156
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",668405
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1177465
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1120552
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",645698
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",200569
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",946277
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",688491
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",218942
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",638611
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",723474
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",934758
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",728064
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1104213
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1175731
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",279335
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",736217
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1245610
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",633981
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",700963
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1130262
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",696660
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1180198
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1068673
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",791728
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1149855
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",183321
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1002410
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",762242
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1301044
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",804830
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1242132
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1213658
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1283506
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1179263
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",716464
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",715980
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1187354
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1044686
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",1183761
"2020-05-01 00:00:00+00","2020-05-01 00:00:00+00",582059
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1122397
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1150335
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",189565
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",218942
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1153907
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",800028
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",197720
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1050122
"2020-05-01 00:00:00+00","2020-06-01 00:00:00+00",1141796
