"amount","created_at","id","state","user_id","is_russia"
449.0683501,"2020-03-14",55439,"successful",43325,"yes"
190.9609536,"2020-04-25",191566,"successful",44865,"yes"
274.3347079,"2020-03-19",65886,"successful",44865,"yes"
753.9393981,"2019-12-26",34711,"successful",44865,"yes"
279.6158701,"2019-11-23",25432,"successful",44865,"yes"
91.40861624,"2020-05-20",258715,"successful",45324,"yes"
770.5196804,"2020-04-16",210266,"successful",45324,"yes"
1293.09471,"2020-03-13",57297,"successful",45324,"yes"
947.8396792,"2020-03-08",66161,"successful",45324,"yes"
494.4401357,"2019-12-06",43564,"successful",45324,"yes"
394.5917061,"2019-12-04",38550,"successful",45324,"yes"
1011.505867,"2020-06-23",221167,"successful",46634,"no"
405.4570946,"2020-06-08",250239,"successful",46634,"no"
270.065221,"2020-06-08",241608,"successful",46634,"no"
445.5463572,"2020-06-03",316886,"successful",46634,"no"
1191.248865,"2020-05-30",276946,"successful",46634,"no"
791.865778,"2020-05-28",262947,"successful",46634,"no"
579.3802473,"2020-05-01",335797,"successful",46634,"no"
704.3943351,"2020-04-29",211055,"successful",46634,"no"
569.4749722,"2020-04-15",195367,"successful",46634,"no"
271.6406631,"2020-04-14",195604,"successful",46634,"no"
363.2249023,"2020-04-12",195369,"successful",46634,"no"
436.1297556,"2020-04-06",210850,"successful",46634,"no"
563.0156919,"2020-04-05",210499,"successful",46634,"no"
253.837166,"2020-04-03",211019,"successful",46634,"no"
279.2173255,"2019-11-03",29373,"successful",51191,"yes"
543.9793735,"2020-06-12",222670,"successful",51963,"yes"
405.4520886,"2020-03-28",72137,"successful",52254,"yes"
474.9106518,"2020-02-03",73480,"successful",52254,"yes"
350.3125604,"2020-03-16",58768,"successful",52663,"yes"
923.9619056,"2020-03-05",64341,"successful",52663,"yes"
343.051281,"2020-03-04",64342,"successful",52663,"yes"
349.0472541,"2020-01-31",46494,"successful",52663,"yes"
464.7457376,"2020-05-10",286070,"successful",52965,"yes"
411.3783654,"2020-04-30",208916,"successful",52965,"yes"
735.0346179,"2020-04-14",209217,"successful",52965,"yes"
249.7962205,"2020-04-09",208922,"successful",52965,"yes"
518.6940124,"2020-05-24",259979,"successful",53161,"yes"
1130.3428,"2020-05-12",259518,"successful",53161,"yes"
96.50637366,"2020-03-23",57346,"successful",53161,"yes"
1974.220737,"2020-03-11",59917,"successful",53161,"yes"
653.1712437,"2020-03-11",59915,"successful",53161,"yes"
605.4132315,"2020-02-11",78134,"successful",53161,"yes"
480.3700395,"2020-04-02",209561,"successful",53301,"yes"
1391.570018,"2020-03-30",68147,"successful",53450,"yes"
912.7384092,"2020-03-19",68145,"successful",53450,"yes"
254.8513145,"2020-05-23",342088,"successful",55952,"no"
417.3314256,"2020-03-25",55952,"successful",55952,"no"
317.8630144,"2020-04-26",210057,"successful",58839,"yes"
1305.350471,"2020-04-02",182010,"successful",59574,"yes"
409.9477341,"2020-06-04",306909,"successful",62915,"no"
387.3635548,"2020-04-19",197135,"successful",62915,"no"
1114.14754,"2020-03-26",64874,"successful",64147,"yes"
253.9828984,"2020-03-13",54186,"successful",64147,"yes"
223.1400723,"2020-03-06",54183,"successful",64147,"yes"
554.2170452,"2020-03-04",54185,"successful",64147,"yes"
596.9847411,"2019-11-23",31335,"successful",64147,"yes"
213.2486182,"2020-04-21",211751,"successful",67750,"yes"
386.0052121,"2020-06-17",302535,"successful",73589,"no"
538.3646371,"2020-03-23",56262,"successful",73884,"yes"
482.3216111,"2020-03-02",56260,"successful",73884,"yes"
436.2935138,"2020-03-25",55999,"successful",74633,"yes"
536.4945261,"2020-06-28",246924,"successful",80067,"yes"
496.2220814,"2020-04-19",209469,"successful",80067,"yes"
858.303518,"2020-03-19",61522,"successful",80067,"yes"
312.3584939,"2020-03-19",70901,"successful",81990,"yes"
346.3104026,"2020-02-10",77086,"successful",81990,"yes"
443.9844446,"2020-05-18",284748,"successful",84710,"yes"
1450.07893,"2020-03-18",59977,"successful",84710,"yes"
1781.007909,"2020-03-08",59978,"successful",84710,"yes"
484.3544728,"2020-06-08",316244,"successful",86190,"no"
879.5601715,"2020-06-24",254663,"successful",86657,"yes"
281.4805477,"2020-05-12",278640,"successful",89248,"yes"
383.9430854,"2020-04-25",185485,"successful",94745,"yes"
322.8708,"2020-05-04",269903,"successful",97086,"yes"
993.420741,"2020-04-18",195964,"successful",97086,"yes"
519.2853386,"2020-04-09",195959,"successful",97086,"yes"
917.6669599,"2020-06-16",257676,"successful",99792,"yes"
149.0892433,"2020-05-14",290052,"successful",103134,"yes"
299.9042634,"2020-05-08",290053,"successful",103134,"yes"
1573.494012,"2019-11-02",25178,"successful",103134,"yes"
229.1400905,"2020-06-18",231155,"successful",103332,"yes"
242.9091505,"2020-06-16",236946,"successful",103489,"yes"
203.7087545,"2020-04-21",198428,"successful",103587,"yes"
248.2940679,"2020-04-17",198423,"successful",103587,"yes"
354.0460783,"2020-04-16",197988,"successful",103704,"yes"
339.4160769,"2020-06-18",308215,"successful",103734,"no"
477.8218798,"2020-06-13",254564,"successful",103734,"no"
372.6995652,"2020-06-03",301800,"successful",103734,"no"
462.1014475,"2020-06-02",248900,"successful",103734,"no"
300.5679519,"2020-05-23",321952,"successful",103734,"no"
225.1886184,"2020-05-16",273138,"successful",103734,"no"
679.4169268,"2020-04-25",206511,"successful",103734,"no"
396.2835876,"2020-04-06",214057,"successful",103734,"no"
829.5272782,"2020-04-04",193623,"successful",104019,"yes"
462.0897092,"2020-06-23",246354,"successful",104080,"yes"
94.60122436,"2020-05-25",345880,"successful",104453,"no"
217.1567751,"2020-04-01",180823,"successful",104453,"no"
792.7594537,"2020-04-01",218720,"successful",104523,"yes"
558.1055812,"2020-06-27",235355,"successful",104586,"yes"
160.1409811,"2020-04-29",210363,"successful",104747,"yes"
265.091199,"2020-04-21",210360,"successful",104747,"yes"
460.9022626,"2020-04-14",207179,"successful",104747,"yes"
428.1686441,"2020-05-07",295281,"successful",104754,"yes"
376.5599465,"2020-06-28",311344,"successful",104763,"no"
1149.912363,"2020-04-27",189325,"successful",104763,"no"
288.7172467,"2020-04-19",218357,"successful",104763,"no"
800.1878126,"2020-04-03",217702,"successful",105300,"yes"
217.647712,"2020-06-27",298820,"successful",105392,"no"
421.6921722,"2020-06-26",307490,"successful",105392,"no"
3205.815212,"2020-06-22",298301,"successful",105817,"no"
457.5080949,"2020-06-16",253104,"successful",106085,"yes"
257.8541125,"2020-06-07",246264,"successful",106085,"yes"
444.7343803,"2020-06-08",242208,"successful",106125,"yes"
255.6774884,"2020-06-18",232684,"successful",106646,"yes"
551.860323,"2020-04-21",198184,"successful",106706,"no"
1910.85269,"2020-04-04",199423,"successful",106706,"no"
820.5191218,"2020-06-30",231641,"successful",106722,"yes"
144.0052128,"2020-06-30",235598,"successful",106958,"yes"
455.8005212,"2020-04-22",183423,"successful",106958,"yes"
1241.035735,"2020-04-20",183249,"successful",106958,"yes"
186.5291981,"2020-03-09",65863,"successful",106958,"yes"
662.7089463,"2020-03-06",63206,"successful",106958,"yes"
630.9833722,"2020-02-14",72653,"successful",106958,"yes"
298.0169456,"2020-02-08",75616,"successful",106958,"yes"
1339.051305,"2020-06-08",231089,"successful",106998,"yes"
610.4323862,"2020-05-31",288093,"successful",107281,"yes"
305.4810466,"2020-06-04",302730,"successful",108227,"no"
680.960804,"2020-04-22",203320,"successful",108227,"no"
1037.58071,"2020-06-12",242474,"successful",108247,"yes"
1503.530653,"2020-05-14",296382,"successful",108247,"yes"
1131.54769,"2020-04-29",217942,"successful",108865,"yes"
345.9743373,"2020-04-29",191945,"successful",108865,"yes"
589.1705837,"2020-04-27",197052,"successful",108865,"yes"
1316.020033,"2020-04-24",191969,"successful",108865,"yes"
46.98864774,"2020-04-18",191959,"successful",108865,"yes"
1633.893788,"2020-04-07",191954,"successful",108865,"yes"
1352.592652,"2020-04-06",191949,"successful",108865,"yes"
745.5745836,"2020-04-08",214558,"successful",109000,"no"
663.0255539,"2020-03-29",55904,"successful",109737,"yes"
403.590783,"2020-04-29",197220,"successful",110473,"yes"
893.0095914,"2020-04-03",216391,"successful",111997,"no"
1376.967318,"2020-04-25",214070,"successful",112290,"yes"
166.9520654,"2020-01-06",50391,"successful",114086,"yes"
911.191815,"2020-05-07",334003,"successful",114925,"no"
151.3244413,"2020-04-29",187319,"successful",114925,"no"
801.417618,"2020-04-25",196942,"successful",114925,"no"
1274.728687,"2020-04-01",211869,"successful",114925,"no"
223.1215269,"2020-03-27",61363,"successful",114925,"no"
363.4580955,"2020-03-24",61365,"successful",114925,"no"
950.7044507,"2020-05-05",295352,"successful",115069,"yes"
417.5480304,"2020-04-23",202456,"successful",115069,"yes"
259.0680089,"2020-04-17",202440,"successful",115069,"yes"
494.2064192,"2020-04-13",202459,"successful",115069,"yes"
1293.924316,"2020-04-07",202462,"successful",115069,"yes"
393.0886886,"2020-04-06",202464,"successful",115069,"yes"
531.3367961,"2020-05-20",274249,"successful",116374,"yes"
298.3687761,"2020-05-03",277889,"successful",116374,"yes"
464.3693179,"2020-03-09",55532,"successful",116374,"yes"
1152.093878,"2020-03-05",59764,"successful",116374,"yes"
479.6976611,"2020-02-15",79440,"successful",116374,"yes"
235.5512768,"2020-05-13",284709,"successful",116733,"yes"
237.1193648,"2019-11-29",26435,"successful",116778,"yes"
507.9949934,"2019-11-13",29006,"successful",118398,"yes"
649.5683378,"2020-03-25",55446,"successful",118838,"yes"
558.1206193,"2020-06-29",236024,"successful",119414,"yes"
442.6851108,"2020-04-30",193864,"successful",122584,"yes"
507.6072637,"2020-04-29",193874,"successful",122584,"yes"
686.6272089,"2020-04-20",193873,"successful",122584,"yes"
576.3815824,"2020-04-18",195056,"successful",122584,"yes"
627.116869,"2020-04-11",195060,"successful",122584,"yes"
168.9423544,"2020-04-08",193863,"successful",122584,"yes"
624.8547992,"2020-04-01",193867,"successful",122584,"yes"
536.267715,"2020-04-04",184422,"successful",125035,"yes"
358.3400526,"2020-03-10",61952,"successful",125587,"yes"
325.4095831,"2020-06-17",307485,"successful",126315,"no"
343.0768888,"2019-11-19",29608,"successful",126397,"yes"
116.8132165,"2019-11-08",29795,"successful",127471,"yes"
869.9704016,"2020-03-21",66642,"successful",127778,"yes"
380.886989,"2020-03-03",66678,"successful",127778,"yes"
134.1736245,"2020-03-25",56553,"successful",127949,"yes"
395.7156698,"2020-03-13",56613,"successful",127949,"yes"
701.0944155,"2020-02-16",76614,"successful",128389,"yes"
1072.468835,"2020-04-16",183776,"successful",132240,"no"
546.7682852,"2020-04-07",183533,"successful",132240,"no"
285.5786753,"2020-04-02",181545,"successful",132240,"no"
545.21003,"2020-05-02",288152,"successful",132315,"yes"
348.8448835,"2020-03-11",61695,"successful",132315,"yes"
616.743501,"2020-03-10",63809,"successful",132315,"yes"
81.06232185,"2020-03-04",61697,"successful",132315,"yes"
387.2026675,"2020-03-04",61692,"successful",132315,"yes"
356.8336835,"2020-04-22",187489,"successful",133131,"yes"
612.5820908,"2020-04-13",187501,"successful",133131,"yes"
437.0792967,"2020-02-22",72591,"successful",134081,"yes"
798.5865649,"2020-02-21",72578,"successful",134081,"yes"
261.2431968,"2020-02-15",72577,"successful",134081,"yes"
273.3930752,"2020-02-04",72575,"successful",134081,"yes"
346.3004961,"2020-06-21",222457,"successful",134763,"yes"
157.5357062,"2020-04-16",197755,"successful",141529,"yes"
2783.115121,"2020-04-03",218090,"successful",141529,"yes"
313.2668575,"2020-05-28",279585,"successful",143365,"yes"
1222.808208,"2020-04-17",209472,"successful",143365,"yes"
503.232911,"2020-04-14",203472,"successful",143365,"yes"
1076.394917,"2020-04-28",198335,"successful",145901,"yes"
498.6629544,"2020-03-29",70161,"successful",150375,"yes"
237.4495614,"2020-06-09",236345,"successful",150443,"yes"
1957.173907,"2020-06-02",239059,"successful",150443,"yes"
345.0338386,"2020-06-01",232510,"successful",150443,"yes"
834.6840659,"2020-04-07",215705,"successful",152510,"yes"
440.5272468,"2020-06-04",220445,"successful",152728,"yes"
1434.519802,"2020-05-06",291619,"successful",152948,"yes"
219.6679512,"2020-04-12",187072,"successful",153779,"yes"
333.7702054,"2020-05-21",273224,"successful",154033,"yes"
636.7299326,"2020-04-20",190230,"successful",155954,"yes"
379.322566,"2020-04-05",204795,"successful",156027,"yes"
317.4026254,"2020-05-10",284002,"successful",157536,"yes"
196.1030389,"2020-04-27",196978,"successful",160478,"yes"
172.032574,"2020-04-23",197005,"successful",160478,"yes"
705.7701331,"2020-05-22",270853,"successful",161330,"yes"
270.2186415,"2020-06-07",310642,"successful",161848,"no"
272.0287541,"2020-06-05",252495,"successful",161848,"no"
151.104075,"2020-06-15",299028,"successful",163426,"no"
410.8765293,"2020-06-01",308234,"successful",163672,"no"
263.3611901,"2020-04-13",198195,"successful",163672,"no"
675.793584,"2020-05-14",317903,"successful",163996,"no"
230.3116728,"2020-05-24",269022,"successful",164275,"yes"
487.8149715,"2020-06-11",248524,"successful",164276,"yes"
231.950177,"2020-04-26",199056,"successful",164276,"yes"
360.5661229,"2020-06-07",308920,"successful",164313,"no"
390.1305148,"2020-06-18",220137,"successful",164345,"yes"
471.3508775,"2020-05-25",295625,"successful",164351,"yes"
785.6581431,"2020-06-07",308070,"successful",164543,"no"
376.1982925,"2020-06-06",305960,"successful",164561,"no"
456.453474,"2020-05-08",261158,"successful",164561,"no"
793.4206305,"2020-06-19",254263,"successful",165081,"yes"
819.1841603,"2020-04-25",213452,"successful",165084,"yes"
206.1515828,"2020-04-24",204786,"successful",165084,"yes"
612.6889724,"2020-05-01",264339,"successful",165137,"yes"
651.2295123,"2020-06-04",255712,"successful",165236,"yes"
454.5391414,"2020-06-09",306562,"successful",165424,"no"
784.0286681,"2020-06-23",231239,"successful",165647,"yes"
1301.095583,"2020-04-06",185275,"successful",165765,"yes"
523.4705161,"2020-05-30",271060,"successful",165813,"yes"
518.1233148,"2020-06-16",222257,"successful",165832,"yes"
227.1016061,"2020-04-01",215748,"successful",165838,"yes"
524.1980032,"2020-05-18",270451,"successful",165873,"yes"
404.3048175,"2020-04-21",200280,"successful",165873,"yes"
288.047428,"2020-04-06",198325,"successful",165873,"yes"
343.6629412,"2020-06-01",299607,"successful",165888,"yes"
657.7647119,"2020-06-28",250449,"successful",165952,"no"
966.5476802,"2020-06-25",298315,"successful",165952,"no"
654.387605,"2020-06-19",245318,"successful",165952,"no"
301.6779524,"2020-06-05",246406,"successful",165952,"no"
344.0530666,"2020-05-10",296290,"successful",165952,"no"
496.4355532,"2020-04-28",199506,"successful",165952,"no"
495.6974404,"2020-04-21",213883,"successful",166063,"yes"
341.9560327,"2020-06-04",309452,"successful",166365,"no"
389.8219591,"2020-04-15",198446,"successful",166365,"no"
746.5353033,"2020-05-18",340645,"successful",166530,"no"
1008.147235,"2020-06-22",252771,"successful",166715,"yes"
295.1737328,"2020-06-02",300377,"successful",167018,"no"
284.8916876,"2020-06-01",252858,"successful",167582,"yes"
363.2429666,"2020-06-28",247612,"successful",167605,"yes"
297.4258696,"2020-06-03",243135,"successful",167796,"yes"
934.5584767,"2020-04-06",215681,"successful",167796,"yes"
1773.513266,"2020-06-08",301398,"successful",167810,"yes"
575.8613057,"2020-06-19",231160,"successful",167875,"yes"
521.168235,"2020-05-05",283862,"successful",167937,"yes"
439.5623993,"2020-05-22",265692,"successful",167976,"yes"
232.6243058,"2020-06-24",299886,"successful",168059,"no"
427.0116018,"2020-04-27",206991,"successful",168378,"yes"
390.0849443,"2020-04-24",216295,"successful",168378,"yes"
291.5443471,"2020-04-09",208770,"successful",168378,"yes"
681.5081723,"2020-04-05",180556,"successful",169091,"yes"
848.7430592,"2020-04-28",215669,"successful",169134,"yes"
106.8328805,"2020-05-30",318204,"successful",169324,"no"
284.0189304,"2020-04-10",206630,"successful",169340,"yes"
406.0044295,"2020-05-04",319725,"successful",169439,"no"
891.5977128,"2020-06-21",301012,"successful",169469,"no"
368.7588212,"2020-06-19",231943,"successful",169469,"no"
551.8282802,"2020-04-20",198165,"successful",170096,"yes"
166.3948956,"2020-06-19",297398,"successful",170131,"no"
777.4060572,"2020-06-12",231794,"successful",170251,"yes"
229.2715889,"2020-06-05",253886,"successful",170337,"yes"
208.8530448,"2020-04-02",198886,"successful",170337,"yes"
677.6150276,"2020-04-10",199128,"successful",170664,"yes"
220.3826786,"2020-04-13",200810,"successful",171192,"yes"
701.0274804,"2020-04-03",210353,"successful",171192,"yes"
167.9043916,"2020-06-18",220804,"successful",171671,"yes"
420.166279,"2020-06-27",232564,"successful",171737,"no"
251.4459071,"2020-06-06",305824,"successful",171737,"no"
338.5953283,"2020-05-14",290423,"successful",171737,"no"
1405.452127,"2020-02-25",86634,"successful",171737,"no"
606.5275307,"2020-06-27",244483,"successful",172404,"no"
190.1742417,"2020-05-16",324098,"successful",172404,"no"
333.3063476,"2020-04-06",204937,"successful",172404,"no"
787.2615369,"2020-06-26",312084,"successful",172817,"no"
1050.751387,"2020-04-29",199942,"successful",172817,"no"
214.3440044,"2020-04-25",199926,"successful",172817,"no"
1391.026176,"2020-04-15",200325,"successful",172817,"no"
395.2292557,"2020-04-12",204485,"successful",173085,"yes"
569.4419468,"2020-04-07",212704,"successful",173085,"yes"
643.5089753,"2020-06-30",233488,"successful",173180,"no"
463.5967679,"2020-05-10",318080,"successful",173180,"no"
613.2814435,"2020-03-01",62529,"successful",173180,"no"
305.7458469,"2020-05-18",295673,"successful",173436,"yes"
1137.661119,"2020-06-07",244973,"successful",173494,"yes"
958.7335243,"2020-04-23",217400,"successful",173494,"yes"
263.9670215,"2020-06-16",241491,"successful",173751,"yes"
507.3206632,"2020-06-01",299778,"successful",173950,"no"
841.5959769,"2020-06-10",237404,"successful",173954,"yes"
468.5137528,"2020-05-05",264484,"successful",174000,"yes"
1368.735938,"2020-02-12",85323,"successful",174110,"yes"
899.7757534,"2020-06-21",251305,"successful",174327,"no"
219.445268,"2020-06-10",251304,"successful",174327,"no"
764.6316677,"2020-05-30",259809,"successful",174327,"no"
370.3174981,"2020-05-05",265241,"successful",174327,"no"
315.035557,"2020-05-02",333256,"successful",174327,"no"
494.0075605,"2020-06-27",297427,"successful",175024,"no"
331.4552366,"2020-06-25",241744,"successful",175032,"yes"
711.9297404,"2020-06-17",252126,"successful",175124,"yes"
444.3050519,"2020-04-28",199981,"successful",175124,"yes"
536.7521911,"2020-04-24",211929,"successful",176380,"yes"
1287.082571,"2020-04-17",211927,"successful",176380,"yes"
536.890318,"2020-04-06",211922,"successful",176380,"yes"
160.9229204,"2020-06-24",254421,"successful",176574,"no"
1105.119185,"2020-06-16",296900,"successful",176574,"no"
663.7391717,"2020-04-02",205823,"successful",176891,"yes"
1184.6934,"2020-06-08",255299,"successful",177227,"yes"
1351.488678,"2020-03-02",56740,"successful",177687,"yes"
687.4843723,"2019-12-21",43879,"successful",177687,"yes"
510.7436989,"2020-06-12",231368,"successful",177823,"yes"
388.8094741,"2020-05-18",261173,"successful",177823,"yes"
271.1539409,"2020-05-21",272263,"successful",177847,"yes"
490.3048995,"2020-05-31",290729,"successful",178622,"yes"
101.3304784,"2020-02-16",76561,"successful",178802,"yes"
610.1718448,"2020-06-08",235126,"successful",178837,"yes"
96.2272329,"2020-04-21",208928,"successful",178837,"yes"
1349.822157,"2020-05-30",294508,"successful",179047,"yes"
601.5054271,"2020-05-01",294505,"successful",179047,"yes"
320.8876353,"2020-05-28",318677,"successful",179048,"no"
548.8408376,"2020-06-07",308386,"successful",179225,"no"
149.0348468,"2020-06-02",301525,"successful",179225,"no"
290.0079292,"2020-04-08",183139,"successful",179225,"no"
2047.004463,"2020-06-21",237072,"successful",179631,"yes"
1473.773038,"2020-06-20",250874,"successful",179631,"yes"
452.0328572,"2020-04-05",186415,"successful",180049,"yes"
324.8853234,"2020-06-19",221969,"successful",180120,"yes"
160.0282091,"2020-05-16",335908,"successful",180572,"no"
917.2340824,"2020-06-17",302138,"successful",180590,"yes"
1008.421292,"2020-04-06",201529,"successful",180902,"yes"
339.4761719,"2020-06-26",303519,"successful",182106,"no"
93.53554803,"2020-06-22",300748,"successful",182106,"no"
471.5862945,"2020-05-01",292799,"successful",182904,"yes"
639.4252707,"2020-06-04",299016,"successful",182947,"no"
386.4191835,"2020-04-07",198212,"successful",183032,"yes"
1944.6939,"2020-06-13",235553,"successful",183053,"yes"
432.1036553,"2020-05-17",321833,"successful",183321,"no"
1204.095617,"2020-06-30",252656,"successful",183842,"no"
756.1480464,"2020-05-31",347337,"successful",183842,"no"
398.1148631,"2020-05-18",347336,"successful",183842,"no"
846.086868,"2020-05-18",331470,"successful",183842,"no"
348.0177813,"2020-05-04",347335,"successful",183842,"no"
189.755158,"2020-04-18",200790,"successful",183904,"yes"
252.5421771,"2020-04-14",198303,"successful",183904,"yes"
191.8344168,"2020-04-09",198010,"successful",183904,"yes"
734.9786422,"2020-04-04",198254,"successful",183904,"yes"
368.6830273,"2020-04-04",198251,"successful",183904,"yes"
276.298733,"2020-05-31",295601,"successful",184371,"yes"
712.9094219,"2020-06-13",252333,"successful",184824,"yes"
649.2845992,"2020-04-23",216116,"successful",184905,"yes"
672.1778225,"2020-06-20",301129,"successful",185019,"no"
254.1895497,"2020-06-18",220608,"successful",185033,"yes"
384.5701563,"2020-06-01",256830,"successful",185033,"yes"
842.4323775,"2020-04-20",205030,"successful",185033,"yes"
272.9797576,"2020-05-24",345170,"successful",185415,"no"
786.6643401,"2020-03-14",59982,"successful",185549,"yes"
216.9453179,"2020-04-22",196879,"successful",185766,"yes"
643.18908,"2020-04-22",196878,"successful",185766,"yes"
477.9106894,"2020-04-01",196881,"successful",185766,"yes"
561.3621793,"2020-05-02",266646,"successful",186108,"yes"
580.2886555,"2020-06-11",252622,"successful",186206,"yes"
208.4729892,"2020-05-29",270680,"successful",186242,"yes"
1563.529996,"2020-04-15",215018,"successful",186310,"yes"
428.0742767,"2020-04-07",205554,"successful",186310,"yes"
486.6877641,"2020-04-05",205550,"successful",186310,"yes"
1043.354456,"2020-04-06",198008,"successful",186505,"yes"
460.5397012,"2020-04-30",183547,"successful",186537,"yes"
196.9184385,"2020-04-23",183542,"successful",186537,"yes"
346.7875003,"2020-04-18",181787,"successful",186537,"yes"
264.1059999,"2020-04-03",183544,"successful",186537,"yes"
1856.993508,"2020-01-23",49473,"successful",186537,"yes"
308.5703942,"2020-06-08",220348,"successful",186794,"yes"
578.0057723,"2020-05-18",289688,"successful",186838,"yes"
202.9744502,"2020-06-23",237279,"successful",187103,"yes"
1114.318599,"2020-06-08",224175,"successful",187115,"yes"
550.1415573,"2020-04-01",206707,"successful",187115,"yes"
1117.623163,"2020-04-12",207333,"successful",187253,"yes"
532.0217472,"2020-06-21",245127,"successful",187424,"yes"
427.7004963,"2020-06-21",249625,"successful",187704,"yes"
249.7080517,"2020-05-11",291952,"successful",188188,"yes"
263.5095307,"2020-06-22",300735,"successful",188256,"no"
1492.887567,"2020-06-01",305052,"successful",188256,"no"
610.1653755,"2020-04-13",209664,"successful",188256,"no"
98.32532846,"2020-04-12",197885,"successful",188257,"yes"
610.5498607,"2020-04-16",205598,"successful",188476,"yes"
1311.239979,"2020-04-10",202110,"successful",188476,"yes"
571.0357643,"2020-06-24",308066,"successful",188511,"no"
530.7739857,"2020-04-30",216747,"successful",188511,"no"
474.5658435,"2020-05-16",320977,"successful",188683,"no"
550.7538441,"2020-05-28",286818,"successful",188690,"yes"
422.8551259,"2020-06-13",307345,"successful",188838,"no"
496.1063286,"2020-06-02",247381,"successful",188838,"no"
438.7439041,"2020-05-17",268527,"successful",188838,"no"
1037.059448,"2020-04-29",204561,"successful",189079,"yes"
1002.275084,"2020-04-20",198476,"successful",189207,"yes"
1387.828287,"2020-04-27",208887,"successful",189215,"yes"
244.3101297,"2020-06-28",257022,"successful",189233,"yes"
482.9423542,"2020-06-24",239302,"successful",189233,"yes"
1876.847948,"2020-05-01",295358,"successful",189233,"yes"
450.9280424,"2020-04-24",198533,"successful",189233,"yes"
374.7064313,"2020-04-24",198523,"successful",189233,"yes"
256.8813785,"2020-04-15",206720,"successful",189233,"yes"
240.2432568,"2020-05-12",327394,"successful",189329,"no"
440.2549899,"2020-06-06",249811,"successful",189343,"yes"
86.9927204,"2020-04-27",197810,"successful",189343,"yes"
236.1331961,"2020-04-12",197807,"successful",189343,"yes"
1249.481245,"2020-04-06",197805,"successful",189343,"yes"
536.2447811,"2020-04-02",197801,"successful",189343,"yes"
495.0639689,"2020-06-01",307705,"successful",189565,"no"
791.0419825,"2020-05-23",296191,"successful",189565,"no"
626.2284319,"2020-06-25",237265,"successful",189622,"yes"
163.1017452,"2020-05-26",262776,"successful",189622,"yes"
1437.548587,"2020-05-08",296655,"successful",189622,"yes"
585.3755661,"2020-06-08",243468,"successful",189699,"yes"
417.6021936,"2020-04-15",205111,"successful",189755,"yes"
422.8505861,"2020-06-07",231127,"successful",189895,"yes"
536.4531821,"2020-06-09",303840,"successful",190036,"no"
424.6934468,"2020-05-12",333638,"successful",190036,"no"
908.8425976,"2020-04-12",198846,"successful",190036,"no"
426.9149238,"2020-04-02",206278,"successful",190036,"no"
